date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
07/10/2023,"3X5:00 AMRAP","- RX -AMRAP 5:10 alternating single-leg squats30 double-unders15 pull-ups1:00 restAMRAP 5:10 alternating single-leg squats30 double-unders12 chest-to-bar pull-ups1:00 restAMRAP 5:10 alternating single-leg squats30 double-unders9 bar muscle-ups- INTERMEDIATE - AMRAP 5:6 alternating single-leg squats30 double-unders15 ring rows1:00 rest AMRAP 5:6 alternating single-leg squats30 double-unders12 pull-ups1:00 restAMRAP 5:6 alternating single-leg squats30 double-unders9 chest-to-bar pull-ups- BEGINNER -AMRAP 5:10 alternating backstep lunges30 double-unders15 jumping pull-ups1:00 rest AMRAP 5:10 alternating backstep lunges30 double-unders12 ring rows1:00 rest AMRAP 5:10 alternating backstep lunges30 double-unders9 banded strict pull-ups",2,"2","Rounds + Reps","","[{""rnds"":1,""reps"":36},{""rnds"":2,""reps"":0},{""rnds"":1}]","",SCALED,
07/12/2023,"Push Press 1x2","Find a Heavy 2 Rep Max",160,"160","Load","Push Press","[{""success"":true,""load"":160}]","",RX,
07/12/2023,"Power Cean","4x3 @ 67% of Clean",115,"115","Load","","[{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]","",RX,
07/12/2023,"3 ROUNDS FOR TIME","- RX -3 rounds for time:15 thrusters (65/95 lb)400-m run- INTERMEDIATE - 3 rounds for time:15 thrusters (55/75 lb)400-m run- BEGINNER -3 rounds for time:15 thrusters (35/45 lb)200-m run",530,"8:50","","","[{""secs"":50,""mins"":8}]","75#",SCALED,
07/12/2023,"Power Snatch + Overhead Squat","Complete 2 P. Snatches then into 2 OHS 5x (2+2) @ 65%",95,"95","Load","","[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95}]","Based on 65% of 145#",RX,
07/12/2023,"SQUAT SNATCH","Every 2:00 for 4 sets:3-5 empty barbell squat snatches",0,"12","Other / Text","","[{""other"":""12""}]","",RX,
07/14/2023,"Front Squat 4x5","4x5 @ 75%",155,"155","Load","Front Squat","[{""success"":true,""load"":155},{""success"":true,""load"":155},{""success"":true,""load"":155},{""success"":true,""load"":155}]","",RX,PR
07/14/2023,"Clean + Jerk","3x (3+1) @ 80%",145,"145","Load","","[{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145}]","",RX,
07/14/2023,"Snatch 3x2","3x2 @ 80%",115,"115","Load","Snatch","[{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]","Based on 80% of 145#",RX,
07/19/2023,"Push Press 5x2","5x2 @ 85% of your 2 rep max",135,"135","Load","Push Press","[{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135}]","",RX,
07/19/2023,"HANDSTAND WALK PRACTICE","On a 5:00 clock:Handstand walk for total distance.",0,"0","Feet","","[{""feet"":0}]","Practice on the wall",SCALED,
07/19/2023,":20 WORK :10 REST","- RX -10 sets for reps::20 ring rows (body parallel to the ground):10 rest:20 hand-release push-ups:10 rest:20 air squats:10 rest- INTERMEDIATE - 10 sets for reps::20 ring rows:10 rest:20 hand-release push-ups:10 rest:20 air squats:10 rest- BEGINNER -10 sets for reps::20 ring rows:10 rest:20 push-ups from knees:10 rest:20 air squats:10 rest",312,"312","Reps","","[{""reps"":312}]","",RX,
07/19/2023,"Power Clean 4x3","4x3 @ 72%",135,"135","Load","Power Clean","[{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135}]","",RX,
07/19/2023,"Power Snatch + Overhead Squat","Complete 2 P. Snatches then into 2 OHS 4x (2+2) @ 70%",105,"105","Load","","[{""success"":true,""load"":100},{""success"":true,""load"":100},{""success"":true,""load"":105},{""success"":true,""load"":105}]","Based on 70% of 145#",RX,
07/20/2023,"8:00 AMRAP","- RX -AMRAP 8:2 wall walks4 box jump-overs (24/30 in)- INTERMEDIATE - AMRAP 8:2 wall walks4 box jump-overs (20/24 in)- BEGINNER -AMRAP 8:2 inch worms + push-up4 box step-overs (12/20 in)",11.001,"11+1","Rounds + Reps","","[{""rnds"":11,""reps"":1}]","",RX,
07/20/2023,"SKILL WORK","3 sets:20 weighted sit-ups1:00 plank hold (on the forearms)",0,"🥵","Other / Text","","[{""other"":""🥵""}]","",RX,
07/21/2023,"Front Squat 4x5","4x5 @ 77%",155,"155","Load","Front Squat","[{""success"":true,""load"":155},{""success"":true,""load"":155},{""success"":true,""load"":155},{""success"":true,""load"":155}]","",RX,
07/21/2023,"Back Squat","15:00 to find your heaviest back squat",215,"215","Load","Back Squat","[{""success"":true,""load"":215}]","",RX,
07/21/2023,"Snatch 3x2","3x2 @ 83%",120,"120","Load","Snatch","[{""success"":true,""load"":120},{""success"":true,""load"":120},{""success"":true,""load"":120}]","Based on 83% of 145#",RX,
07/21/2023,"Deadlift","15:00 to find your heaviest deadlift",325,"325","Load","Deadlift","[{""success"":true,""load"":325}]","",RX,
07/21/2023,"Clean + Jerk","3x (3+1) @ 83%",155,"155","Load","","[{""success"":true,""load"":155},{""success"":true,""load"":155},{""success"":true,""load"":155}]","",RX,
07/24/2023,"Clean + Front Squat + Jerk","3x(1+3-1) @ 78% of Clean and Jerk",145,"145","Load","","[{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145}]","",RX,
07/24/2023,"Snatch 4x3","4x3 @ 78%",115,"115","Load","Snatch","[{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]","",RX,PR
07/24/2023,"Back Squat 4x7","4x7 @ 79%",175,"175","Load","Back Squat","[{""success"":true,""load"":175},{""success"":true,""load"":175},{""success"":true,""load"":175},{""success"":true,""load"":175}]","Rounded down from 181.7",RX,
07/31/2023,"4 ROUNDS FOR TIME","- RX -4 rounds for time:400/500-m row50 air squats400-m run- INTERMEDIATE - Same as Rxd- BEGINNER -4 rounds for time:200/250-m row25 air squats200-m run",1641,"27:21","","","[{""secs"":21,""mins"":27}]","",RX,
07/31/2023,"500M ROW","500-m row for time",103,"1:43","","","[{""secs"":43,""mins"":1}]","",RX,PR
07/31/2023,"Snatch 4x2","4x2 @ 80%",115,"115","Load","Snatch","[{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]","",RX,
07/31/2023,"Back Squat 2x7","4x2 @ 80%",145,"145","Load","Back Squat","[{""success"":true,""load"":145},{""success"":true,""load"":145}]","Scaling it back to make up for workout burn",SCALED,
08/07/2023,"Snatch 4x1","4x1 @ heavy for the day!",140,"140","Load","Snatch","[{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":140}]","",RX,
08/07/2023,"Back Squat 1x7","Work to a heavy weight for 7 rep",185,"185","Load","Back Squat","[{""success"":true,""load"":185}]","",RX,
08/07/2023,"Back Squat 1x7","Work to a heavy weight for 7 rep",185,"185","Load","Back Squat","[{""success"":true,""load"":185}]","",RX,
08/08/2023,"SNATCH GRIP DEADLIFT","Snatch Deadlift5-5-5-5-5",185,"185","Load","","[{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185}]","",RX,
08/08/2023,"SQUAT SNATCH","- RX -Squat Snatch for load:1-1-1-1-1-1-1- INTERMEDIATE - Same as Rxd- BEGINNER -Same as Rxd",125,"125","Load","Squat Snatch","[{""success"":true,""load"":75},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":false,""load"":135}]","",RX,
08/09/2023,"3 ROUNDS FOR TIME","- RX -3 rounds for reps:2:00 pull-ups2:00 shoulder presses (65/95 lb)2:00 calorie row- Rest 1:00 after each movement.- INTERMEDIATE - 3 rounds for reps:2:00 pull-ups2:00 shoulder presses (55/75 lb)2:00 calorie row- Rest 1:00 after each movement.- BEGINNER -3 rounds for reps:2:00 jumping pull-ups2:00 shoulder presses (35/45 lb)2:00 calorie row- Rest 1:00 after each movement.",232,"232","Reps","","[{""reps"":232}]","65#",SCALED,
08/18/2023,"Muscle Snatch 5x2","5x2 @ 60-65 % of Snatch",90,"90","Load","Muscle Snatch","[{""success"":true,""load"":85},{""success"":true,""load"":85},{""success"":true,""load"":85},{""success"":true,""load"":90},{""success"":true,""load"":90}]","",RX,
08/18/2023,"Front Squat 4x1","4x1 @ 90%",185,"185","Load","Front Squat","[{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":185}]","",RX,
08/18/2023,"5 ROUNDS FOR REPS","- RX -5 rounds for reps:400-m run1:00 max burpee + push-up- INTERMEDIATE - Same as Rxd- BEGINNER -5 rounds for reps:200-m run1:00 max burpee + push-up",58,"58","Reps","","[{""reps"":58}]","",RX,
08/18/2023,"Clean 3x1","3x @ 90% of Clean",170,"170","Load","Clean","[{""success"":true,""load"":160},{""success"":true,""load"":170},{""success"":true,""load"":170}]","",RX,
08/18/2023,"SKILL WORK","On a 10:00 clock:Rope climb practice",0,"🏴","Other / Text","","[{""other"":""🏴""}]","",RX,
08/21/2023,"Snatch + Hang Snatch","4x (1+1) @78%",110,"110","Load","","[{""success"":true,""load"":110},{""success"":true,""load"":110},{""success"":true,""load"":110},{""success"":true,""load"":110}]","",RX,
08/21/2023,"Back Squat 6x2","6x2 @ 83%",190,"190","Load","Back Squat","[{""success"":true,""load"":190},{""success"":true,""load"":190},{""success"":true,""load"":190},{""success"":true,""load"":190},{""success"":true,""load"":190},{""success"":true,""load"":190}]","",RX,
08/21/2023,"Accessory:","DB Rear Foot Elevated Split Squat (use bench)3 sets 8 reps/ leg",35,"35","Load","","[{""success"":true,""load"":35},{""success"":true,""load"":35},{""success"":true,""load"":35}]","",RX,
08/21/2023,"10:00 AMRAP","- RX -AMRAP 10:35 double-unders 7 DB thrusters (35/50 lb)- INTERMEDIATE - AMRAP 10:35 double-unders 7 DB thrusters (20/35 lb)- BEGINNER -AMRAP 10:35 single-unders7 DB thrusters (10/15 lb)",5,"5","Rounds + Reps","","[{""rnds"":5}]","30#",SCALED,
08/21/2023,"SKILL WORK","Max-rep unbroken wall-ball shots- Use a load that allows for 30+ reps.",35,"35","Reps","","[{""reps"":35}]","14#",SCALED,
08/28/2023,"FOR REPS","- RX -5 x 3:00 rounds for reps:200-m weighted run (14/20 lb)Max reps wall-ball shots- Rest 1:00 between rounds.- INTERMEDIATE -5 x 3:00 rounds for reps:200-m weighted run (10/14 lb)Max reps wall-ball shots- Rest 1:00 between rounds.- BEGINNER -5 x 3:00 rounds for reps:100-m weighted run (6/10 lb)Max reps wall-ball shots- Rest 1:00 between rounds.",116,"116","Reps","","[{""reps"":116}]","",RX,
08/29/2023,"FOR REPS","- RX -4 rounds for reps:1:00 calorie row1:00 sit-ups1:00 DB box step-over (20"") (35/50 lb)- INTERMEDIATE -4 rounds for reps:1:00 calorie row1:00 sit-ups1:00 DB box step-over (20"") (20/35 lb)- BEGINNER -4 rounds for reps:1:00 calorie row1:00 sit-ups1:00 box step-over (20"")",173,"173","Reps","","[{""reps"":173}]","35#",SCALED,
08/29/2023,"RING WORK","EMOM 12:Min. 1 | 10 false grip ring rowsMin. 2 | 10 rings dipsMin. 3 | 5-8 Low ring muscle-up transitions",0,"🐸","Other / Text","","[{""other"":""🐸""}]","",RX,
08/30/2023,"Accessory","DB Bench Press- 15Push Ups - 104 Sets",35,"35","Load","","[{""success"":true,""load"":35},{""success"":true,""load"":35},{""success"":true,""load"":35},{""success"":true,""load"":35}]","",RX,
08/30/2023,"SNATCH","On a 10:00 clock:Build up to heavy single squat snatch",125,"125","Load","Snatch","[{""success"":true,""load"":125}]","",RX,
08/30/2023,"P. Clean + F. Squat + Hang Clean + Jerk","Power Clean + Front Squat + Hang Clean + Jerk- 5-10 more pounds than last week",165,"165","Load","","[{""success"":true,""load"":165}]","",RX,
08/30/2023,"Snatch Grip Deadlift 4x3","4x3 @ 100% of Snatch",145,"145","Load","Snatch Grip Deadlift","[{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145}]","",RX,PR
08/30/2023,"AMANDA","- RX -For time:9-7-5:Muscle-upSquat snatches (95/135 lb)- INTERMEDIATE -For time:7-5-3:Muscle-ups9-7-5:Squat snatches (75/115 lb)- BEGINNER -For time:9-7-5:Low ring muscle-up transitionsSquat snatches (35/45 lb)",717,"11:57","","","[{""secs"":57,""mins"":11}]","95#",SCALED,PR
09/01/2023,"GHD HIP EXTENSIONS","3 sets:20 weighted GHD hip extensions",95,"95","Load","","[{""success"":true,""load"":95},{""success"":true,""load"":95},{""success"":true,""load"":95}]","",RX,
09/01/2023,"FOR LOAD","- RX -5 sets for load:3 power cleans6 alternating front rack lunges- INTERMEDIATE -Same as Rxd- BEGINNER -Same as Rxd",115,"115","Load","","[{""success"":true,""load"":65},{""success"":true,""load"":75},{""success"":true,""load"":95},{""success"":true,""load"":105},{""success"":true,""load"":115}]","",RX,
09/04/2023,"LAHAINA FUNDRAISER","8 Rounds for time:200m MB run 8 Toes to Bar 8 Hang Power Cleans (95/135)23 Air Squats 13 Lateral Burpees Over Bar*Partnered, you go/I go, athletes must complete the reps for one movement and then partner completes reps for the next movement until 8 rounds is completed.",1813,"30:13","","","[{""secs"":13,""mins"":30}]","14#125#",SCALED,
09/06/2023,"10 ROUNDS","- RX -10 rounds for time:9 toes-to-bars3 wall walks- INTERMEDIATE -10 rounds for time:6 toes-to-bars2 wall walks- BEGINNER -10 rounds for time:5 knees-above-hips1 scaled wall walk",877,"14:37","","","[{""secs"":37,""mins"":14}]","Intermediate",SCALED,
09/07/2023,"HELEN","- RX -3 rounds for time:400-m run21 KB swings (35/53 lb)12 pull-ups- INTERMEDIATE -3 rounds for time:400-m run21 KB swings (26/35 lb)12 pull-ups- BEGINNER -3 rounds for time:200-m run21 KB Swings (18/26 lb)12 jumping pull-ups",751,"12:31","","","[{""secs"":31,""mins"":12}]","44#",SCALED,
09/07/2023,"SINGLE-LEG KB DEADLIFT","25 single-leg KB deadlifts/leg",44,"44","Load","","[{""success"":true,""load"":44}]","",RX,
09/11/2023,"9/11/2001","- RX -For time:2001-m run or row11 shoulder presses (85/115 lb)11 overhead squats11 sumo deadlift high pulls11 push presses11 front squats11 squat cleans11 push jerks11 back squats11 deadlifts2001-m run or row- If athletes begin the WOD with a row, they finish with a run and vice versa. - INTERMEDIATE -For time:2001-m run or row11 shoulder presses (65/95 lb)11 overhead squats11 sumo deadlift high pulls11 push presses11 front squats11 squat cleans11 push jerks11 back squats11 deadlifts2001-m run or row- If athletes begin the WOD with a row, they finish with a run and vice versa. - BEGINNER -For time:1000-m run or row11 shoulder presses (35/55 lb)11 overhead squats11 sumo deadlift high pulls11 push presses11 front squats11 squat cleans11 push jerks11 back squats11 deadlifts1000-m run or row- If athletes begin the WOD with a row, they finish with a run and vice versa.",2158,"35:58","","","[{""secs"":58,""mins"":35}]","95#",SCALED,
09/13/2023,"FOR TIME","- RX -5 rounds for time:15 chest-to-bar pull-ups25-ft handstand walk- INTERMEDIATE -5 rounds for time:10 chest-to-bar pull-ups1:00 handstand walk attempts- BEGINNER -5 rounds for time:15 jumping chest-to-bar pull-ups:30 piked/plank shoulder taps",900,"15:00","","","[{""mins"":15}]","",SCALED,
09/18/2023,"OVERHEAD CARRY","For completion:200-m double-KB overhead carry- Use a load that allows for 100-m or more at a time.",0,"26","Other / Text","","[{""other"":""26""}]","",RX,
09/18/2023,"FOR TIME","- RX -3 rounds for time:30 MB sit-ups (14/20)30 power snatches (55/75 lb)- INTERMEDIATE -3 rounds for time:20 MB sit-ups30 power snatches (45/55 lb)   - BEGINNER -3 rounds for time:20 sit-ups20 hang power snatches (35/45 lb)",757,"12:37","","","[{""secs"":37,""mins"":12}]","Strict press",SCALED,
09/20/2023,"Accessory:","Shoulder Raises:Front4x10Side 4x10",12,"12","Load","","[{""success"":true,""load"":12},{""success"":true,""load"":12},{""success"":true,""load"":12},{""success"":true,""load"":12}]","",RX,
09/20/2023,"Clean Pull + Hang Clean","4x (1+1) @ 75% of Clean",135,"135","Load","","[{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135}]","",RX,
09/20/2023,"Hang Snatch + OHS","4x( 2+2) @ 67% of Snatch",105,"105","Load","","[{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105},{""success"":true,""load"":105}]","Accidentally did 75%",RX,
09/21/2023,"2016 REGIONALS EVENT 7","- RX -For time:21 thrusters (65/95 lb)3 rope climbs15 thrusters2 rope climbs9 thrusters1 rope climb- INTERMEDIATE -For time:21 thrusters (55/75 lb)1 rope climb15 thrusters1 rope climb9 thrusters1 rope climb- BEGINNER -For time:21 thrusters (35/45 lb)3 rope pull-to-stands15 thrusters2 rope pull-to-stands9 thrusters1 rope pull-to-stand",462,"7:42","","","[{""secs"":42,""mins"":7}]","65#",SCALED,
09/22/2023,"Snatch 5x1","5x1 @ 80%",115,"115","Load","Snatch","[{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]","",RX,
09/22/2023,"Clean & Jerk 4x2","4x2 @ 75%",135,"135","Load","Clean & Jerk","[{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135}]","",RX,
09/22/2023,"Back Pause Squat 4x1","4x1 @ 88%",205,"205","Load","Back Pause Squat","[{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":205}]","",RX,
09/25/2023,"Power Clean + Push Press + Split Jerk","4x(1+1+1) @ 80% of Push Press",125,"125","Load","","[{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":125},{""success"":true,""load"":125}]","",RX,
09/25/2023,"Front Squat 5x4","5x4 @ 75%",145,"145","Load","Front Squat","[{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145}]","",RX,
09/29/2023,"Clean & Jerk 4x2","4x2 @ 78%",145,"145","Load","Clean & Jerk","[{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145},{""success"":true,""load"":145}]","",RX,
09/29/2023,"Snatch 5x1","5x1 @ 83%",115,"115","Load","Snatch","[{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]","",RX,
09/29/2023,"Back Squat 4x1","4x1@ 91%",205,"205","Load","Back Squat","[{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":205}]","",RX,
10/02/2023,"Front Squat 5x4","5x4 @ 79%",160,"160","Load","Front Squat","[{""success"":true,""load"":160},{""success"":true,""load"":160},{""success"":true,""load"":160},{""success"":true,""load"":160},{""success"":true,""load"":160}]","",RX,
10/02/2023,"Accessory:","4 sets of 10Barbell Bent Over Rows",115,"115","Load","","[{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115},{""success"":true,""load"":115}]","",RX,
10/02/2023,"Power Clean + Push Press + Split Jerk","4x(1+1+1) @ 83% of Push Press",130,"130","Load","","[{""success"":true,""load"":130},{""success"":true,""load"":130},{""success"":true,""load"":130},{""success"":true,""load"":130}]","",RX,
